"STATION","NAME","DATE","TMAX","TMIN","TOBS"
"USC00335747","NEWARK WATER WORKS, OH US","1964-04-30","61","50","51"
"USC00335747","NEWARK WATER WORKS, OH US","1964-05-01","72","42","66"
"USC00335747","NEWARK WATER WORKS, OH US","1964-05-02","77","48","69"
"USC00335747","NEWARK WATER WORKS, OH US","1964-05-03","77","51","74"
"USC00335747","NEWARK WATER WORKS, OH US","1964-05-04","80","47","75"
"USC00335747","NEWARK WATER WORKS, OH US","1964-05-05","83","51","75"
"USC00335747","NEWARK WATER WORKS, OH US","1964-05-06","84","53","75"
"USC00335747","NEWARK WATER WORKS, OH US","1964-05-07","80","64","72"
"USC00335747","NEWARK WATER WORKS, OH US","1964-05-08","80","63","74"
"USC00335747","NEWARK WATER WORKS, OH US","1964-05-09","75","66","71"
"USC00335747","NEWARK WATER WORKS, OH US","1964-05-10","76","54","66"
"USC00335747","NEWARK WATER WORKS, OH US","1964-05-11","74","44","68"
"USC00335747","NEWARK WATER WORKS, OH US","1964-05-12","78","52","69"
"USC00335747","NEWARK WATER WORKS, OH US","1964-05-13","73","55","55"
"USC00335747","NEWARK WATER WORKS, OH US","1964-05-14","60","49","57"
"USC00335747","NEWARK WATER WORKS, OH US","1964-05-15","74","38","66"
"USC00335747","NEWARK WATER WORKS, OH US","1964-05-16","81","44","72"
"USC00335747","NEWARK WATER WORKS, OH US","1964-05-17","76","57","71"
"USC00335747","NEWARK WATER WORKS, OH US","1964-05-18","81","50","76"
"USC00335747","NEWARK WATER WORKS, OH US","1964-05-19","90","60","84"
"USC00335747","NEWARK WATER WORKS, OH US","1964-05-20","84","51","61"
"USC00335747","NEWARK WATER WORKS, OH US","1964-05-21","81","39","73"
"USC00335747","NEWARK WATER WORKS, OH US","1964-05-22","86","47","80"
"USC00335747","NEWARK WATER WORKS, OH US","1964-05-23","89","55","67"
"USC00335747","NEWARK WATER WORKS, OH US","1964-05-24","86","62","66"
"USC00335747","NEWARK WATER WORKS, OH US","1964-05-25","75","53","68"
"USC00335747","NEWARK WATER WORKS, OH US","1964-05-26","81","50","67"
"USC00335747","NEWARK WATER WORKS, OH US","1964-05-27","74","63","63"
"USC00335747","NEWARK WATER WORKS, OH US","1964-05-28","63","49","53"
"USC00335747","NEWARK WATER WORKS, OH US","1964-05-29","63","39","57"
"USC00335747","NEWARK WATER WORKS, OH US","1964-05-30","69","39","62"
"USC00335747","NEWARK WATER WORKS, OH US","1964-05-31","62","49","54"
"USC00335747","NEWARK WATER WORKS, OH US","1964-06-01","67","52","63"
"USC00335747","NEWARK WATER WORKS, OH US","1964-06-02","64","43","59"
"USC00335747","NEWARK WATER WORKS, OH US","1964-06-03","69","49","66"
"USC00335747","NEWARK WATER WORKS, OH US","1964-06-04","77","49","62"
"USC00335747","NEWARK WATER WORKS, OH US","1964-06-05","78","48","69"
"USC00335747","NEWARK WATER WORKS, OH US","1964-06-06","79","57","75"
"USC00335747","NEWARK WATER WORKS, OH US","1964-06-07","78","61","64"
"USC00335747","NEWARK WATER WORKS, OH US","1964-06-08","85","57","76"
"USC00335747","NEWARK WATER WORKS, OH US","1964-06-09","91","65","86"
"USC00335747","NEWARK WATER WORKS, OH US","1964-06-10","86","73","74"
"USC00335747","NEWARK WATER WORKS, OH US","1964-06-11","76","48","66"
"USC00335747","NEWARK WATER WORKS, OH US","1964-06-12","86","51","81"
"USC00335747","NEWARK WATER WORKS, OH US","1964-06-13","85","68","80"
"USC00335747","NEWARK WATER WORKS, OH US","1964-06-14","83","69","71"
"USC00335747","NEWARK WATER WORKS, OH US","1964-06-15","85","66","70"
"USC00335747","NEWARK WATER WORKS, OH US","1964-06-16","72","49","64"
"USC00335747","NEWARK WATER WORKS, OH US","1964-06-17","76","43","68"
"USC00335747","NEWARK WATER WORKS, OH US","1964-06-18","79","55","70"
"USC00335747","NEWARK WATER WORKS, OH US","1964-06-19","89","68","85"
"USC00335747","NEWARK WATER WORKS, OH US","1964-06-20","87","65","72"
"USC00335747","NEWARK WATER WORKS, OH US","1964-06-21","88","66","72"
"USC00335747","NEWARK WATER WORKS, OH US","1964-06-22","85","66","80"
"USC00335747","NEWARK WATER WORKS, OH US","1964-06-23","94","69","73"
"USC00335747","NEWARK WATER WORKS, OH US","1964-06-24","79","69","73"
"USC00335747","NEWARK WATER WORKS, OH US","1964-06-25","80","51","77"
"USC00335747","NEWARK WATER WORKS, OH US","1964-06-26","87","55","81"
"USC00335747","NEWARK WATER WORKS, OH US","1964-06-27","90","60","82"
"USC00335747","NEWARK WATER WORKS, OH US","1964-06-28","86","56","80"
"USC00335747","NEWARK WATER WORKS, OH US","1964-06-29","91","60","85"
"USC00335747","NEWARK WATER WORKS, OH US","1964-06-30","93","62","83"
"USC00335747","NEWARK WATER WORKS, OH US","1964-07-01","84","68","80"
"USC00335747","NEWARK WATER WORKS, OH US","1964-07-02","86","61","80"
"USC00335747","NEWARK WATER WORKS, OH US","1964-07-03","90","67","80"
"USC00335747","NEWARK WATER WORKS, OH US","1964-07-04","80","64","71"
"USC00335747","NEWARK WATER WORKS, OH US","1964-07-05","81","52","76"
"USC00335747","NEWARK WATER WORKS, OH US","1964-07-06","84","49","73"
"USC00335747","NEWARK WATER WORKS, OH US","1964-07-07","74","57","68"
"USC00335747","NEWARK WATER WORKS, OH US","1964-07-08","82","63","72"
"USC00335747","NEWARK WATER WORKS, OH US","1964-07-09","81","62","72"
"USC00335747","NEWARK WATER WORKS, OH US","1964-07-10","86","59","68"
"USC00335747","NEWARK WATER WORKS, OH US","1964-07-11","86","56","75"
"USC00335747","NEWARK WATER WORKS, OH US","1964-07-12","76","62","66"
"USC00335747","NEWARK WATER WORKS, OH US","1964-07-13","74","57","67"
"USC00335747","NEWARK WATER WORKS, OH US","1964-07-14","77","54","71"
"USC00335747","NEWARK WATER WORKS, OH US","1964-07-15","83","63","68"
"USC00335747","NEWARK WATER WORKS, OH US","1964-07-16","84","63","79"
"USC00335747","NEWARK WATER WORKS, OH US","1964-07-17","92","62","80"
"USC00335747","NEWARK WATER WORKS, OH US","1964-07-18","91","63","80"
"USC00335747","NEWARK WATER WORKS, OH US","1964-07-19","91","66","82"
"USC00335747","NEWARK WATER WORKS, OH US","1964-07-20","94","67","83"
"USC00335747","NEWARK WATER WORKS, OH US","1964-07-21","90","68","72"
"USC00335747","NEWARK WATER WORKS, OH US","1964-07-22","93","64","77"
"USC00335747","NEWARK WATER WORKS, OH US","1964-07-23","92","67","85"
"USC00335747","NEWARK WATER WORKS, OH US","1964-07-24","92","61","82"
"USC00335747","NEWARK WATER WORKS, OH US","1964-07-25","93","61","83"
"USC00335747","NEWARK WATER WORKS, OH US","1964-07-26","93","66","81"
"USC00335747","NEWARK WATER WORKS, OH US","1964-07-27","94","64","84"
"USC00335747","NEWARK WATER WORKS, OH US","1964-07-28","90","68","75"
"USC00335747","NEWARK WATER WORKS, OH US","1964-07-29","89","69","72"
"USC00335747","NEWARK WATER WORKS, OH US","1964-07-30","81","54","74"
"USC00335747","NEWARK WATER WORKS, OH US","1964-07-31","82","59","74"
"USC00335747","NEWARK WATER WORKS, OH US","1964-08-01","89","52","80"
"USC00335747","NEWARK WATER WORKS, OH US","1964-08-02","96","62","73"
"USC00335747","NEWARK WATER WORKS, OH US","1964-08-03","91","70","82"
"USC00335747","NEWARK WATER WORKS, OH US","1964-08-04","83","68","77"
"USC00335747","NEWARK WATER WORKS, OH US","1964-08-05","85","63","75"
"USC00335747","NEWARK WATER WORKS, OH US","1964-08-06","82","52","72"
"USC00335747","NEWARK WATER WORKS, OH US","1964-08-07","90","53","84"
"USC00335747","NEWARK WATER WORKS, OH US","1964-08-08","85","65","72"
"USC00335747","NEWARK WATER WORKS, OH US","1964-08-09","76","52","68"
"USC00335747","NEWARK WATER WORKS, OH US","1964-08-10","86","55","76"
"USC00335747","NEWARK WATER WORKS, OH US","1964-08-11","92","62","71"
"USC00335747","NEWARK WATER WORKS, OH US","1964-08-12","73","57","60"
"USC00335747","NEWARK WATER WORKS, OH US","1964-08-13","68","48","59"
"USC00335747","NEWARK WATER WORKS, OH US","1964-08-14","71","43","64"
"USC00335747","NEWARK WATER WORKS, OH US","1964-08-15","76","40","66"
"USC00335747","NEWARK WATER WORKS, OH US","1964-08-16","80","43","70"
"USC00335747","NEWARK WATER WORKS, OH US","1964-08-17","85","48","76"
"USC00335747","NEWARK WATER WORKS, OH US","1964-08-18","82","58","67"
"USC00335747","NEWARK WATER WORKS, OH US","1964-08-19","77","46","69"
"USC00335747","NEWARK WATER WORKS, OH US","1964-08-20","76","48","65"
"USC00335747","NEWARK WATER WORKS, OH US","1964-08-21","90","60","73"
"USC00335747","NEWARK WATER WORKS, OH US","1964-08-22","80","69","74"
"USC00335747","NEWARK WATER WORKS, OH US","1964-08-23","80","68","74"
"USC00335747","NEWARK WATER WORKS, OH US","1964-08-24","81","55","70"
"USC00335747","NEWARK WATER WORKS, OH US","1964-08-25","86","56","71"
"USC00335747","NEWARK WATER WORKS, OH US","1964-08-26","77","59","64"
"USC00335747","NEWARK WATER WORKS, OH US","1964-08-27","86","51","76"
"USC00335747","NEWARK WATER WORKS, OH US","1964-08-28","91","65","82"
"USC00335747","NEWARK WATER WORKS, OH US","1964-08-29","90","66","77"
"USC00335747","NEWARK WATER WORKS, OH US","1964-08-30","89","65","82"
"USC00335747","NEWARK WATER WORKS, OH US","1964-08-31","83","67","72"
"USC00335747","NEWARK WATER WORKS, OH US","1964-09-01","77","53","68"
"USC00335747","NEWARK WATER WORKS, OH US","1964-09-02","80","50","66"
"USC00335747","NEWARK WATER WORKS, OH US","1964-09-03","88","51","73"
"USC00335747","NEWARK WATER WORKS, OH US","1964-09-04","92","57","81"
"USC00335747","NEWARK WATER WORKS, OH US","1964-09-05","82","51","69"
"USC00335747","NEWARK WATER WORKS, OH US","1964-09-06","84","43","73"
"USC00335747","NEWARK WATER WORKS, OH US","1964-09-07","92","48","77"
"USC00335747","NEWARK WATER WORKS, OH US","1964-09-08","95","51","77"
"USC00335747","NEWARK WATER WORKS, OH US","1964-09-09","95","55","73"
"USC00335747","NEWARK WATER WORKS, OH US","1964-09-10","97","55","75"
"USC00335747","NEWARK WATER WORKS, OH US","1964-09-11","75","59","62"
"USC00335747","NEWARK WATER WORKS, OH US","1964-09-12","68","52","58"
"USC00335747","NEWARK WATER WORKS, OH US","1964-09-13","70","41","58"
"USC00335747","NEWARK WATER WORKS, OH US","1964-09-14","75","37","69"
"USC00335747","NEWARK WATER WORKS, OH US","1964-09-15","69","43","60"
"USC00335747","NEWARK WATER WORKS, OH US","1964-09-16","84","45","65"
"USC00335747","NEWARK WATER WORKS, OH US","1964-09-17","87","52","72"
"USC00335747","NEWARK WATER WORKS, OH US","1964-09-18","72","61","62"
"USC00335747","NEWARK WATER WORKS, OH US","1964-09-19","70","59","65"
"USC00335747","NEWARK WATER WORKS, OH US","1964-09-20","79","61","67"
"USC00335747","NEWARK WATER WORKS, OH US","1964-09-21","85","58","73"
"USC00335747","NEWARK WATER WORKS, OH US","1964-09-22","83","57","69"
"USC00335747","NEWARK WATER WORKS, OH US","1964-09-23","78","64","64"
"USC00335747","NEWARK WATER WORKS, OH US","1964-09-24","64","51","55"
"USC00335747","NEWARK WATER WORKS, OH US","1964-09-25","68","45","55"
"USC00335747","NEWARK WATER WORKS, OH US","1964-09-26","81","43","71"
"USC00335747","NEWARK WATER WORKS, OH US","1964-09-27","73","52","52"
"USC00335747","NEWARK WATER WORKS, OH US","1964-09-28","54","45","49"
"USC00335747","NEWARK WATER WORKS, OH US","1964-09-29","64","47","56"
"USC00335747","NEWARK WATER WORKS, OH US","1964-09-30","69","42","59"
"USC00335747","NEWARK WATER WORKS, OH US","1964-10-01","79","41","69"
"USC00335747","NEWARK WATER WORKS, OH US","1964-10-02","76","59","59"
"USC00335747","NEWARK WATER WORKS, OH US","1964-10-03","72","39","54"
"USC00335747","NEWARK WATER WORKS, OH US","1964-10-04","64","48","58"
"USC00335747","NEWARK WATER WORKS, OH US","1964-10-05","57","42","43"
"USC00335747","NEWARK WATER WORKS, OH US","1964-10-06","58","29","46"
"USC00335747","NEWARK WATER WORKS, OH US","1964-10-07","59","29","46"
"USC00335747","NEWARK WATER WORKS, OH US","1964-10-08","67","34","55"
"USC00335747","NEWARK WATER WORKS, OH US","1964-10-09","55","41","41"
"USC00335747","NEWARK WATER WORKS, OH US","1964-10-10","46","35","36"
"USC00335747","NEWARK WATER WORKS, OH US","1964-10-11","55","21","40"
"USC00335747","NEWARK WATER WORKS, OH US","1964-10-12","68","23","55"
"USC00335747","NEWARK WATER WORKS, OH US","1964-10-13","71","36","48"
"USC00335747","NEWARK WATER WORKS, OH US","1964-10-14","71","34","50"
"USC00335747","NEWARK WATER WORKS, OH US","1964-10-15","75","35","54"
"USC00335747","NEWARK WATER WORKS, OH US","1964-10-16","79","42","66"
"USC00335747","NEWARK WATER WORKS, OH US","1964-10-17","80","41","60"
"USC00335747","NEWARK WATER WORKS, OH US","1964-10-18","79","39","52"
"USC00335747","NEWARK WATER WORKS, OH US","1964-10-19","56","42","42"
"USC00335747","NEWARK WATER WORKS, OH US","1964-10-20","50","25","39"
"USC00335747","NEWARK WATER WORKS, OH US","1964-10-21","65","32","48"
"USC00335747","NEWARK WATER WORKS, OH US","1964-10-22","56","28","41"
"USC00335747","NEWARK WATER WORKS, OH US","1964-10-23","52","29","38"
"USC00335747","NEWARK WATER WORKS, OH US","1964-10-24","56","20","44"
"USC00335747","NEWARK WATER WORKS, OH US","1964-10-25","70","29","54"
"USC00335747","NEWARK WATER WORKS, OH US","1964-10-26","74","32","51"
"USC00335747","NEWARK WATER WORKS, OH US","1964-10-27","74","36","54"
"USC00335747","NEWARK WATER WORKS, OH US","1964-10-28","70","44","57"
"USC00335747","NEWARK WATER WORKS, OH US","1964-10-29","62","47","47"
"USC00335747","NEWARK WATER WORKS, OH US","1964-10-30","58","28","43"
"USC00335747","NEWARK WATER WORKS, OH US","1964-10-31","63","28","46"
"USC00335747","NEWARK WATER WORKS, OH US","1964-11-01","71","30","51"
"USC00335747","NEWARK WATER WORKS, OH US","1964-11-02","71","39","55"
"USC00335747","NEWARK WATER WORKS, OH US","1964-11-03","74","40","51"
"USC00335747","NEWARK WATER WORKS, OH US","1964-11-04","73","38","53"
"USC00335747","NEWARK WATER WORKS, OH US","1964-11-05","63","42","46"
"USC00335747","NEWARK WATER WORKS, OH US","1964-11-06","59","27","38"
"USC00335747","NEWARK WATER WORKS, OH US","1964-11-07","62","23","43"
"USC00335747","NEWARK WATER WORKS, OH US","1964-11-08","58","40","44"
"USC00335747","NEWARK WATER WORKS, OH US","1964-11-09","62","30","46"
"USC00335747","NEWARK WATER WORKS, OH US","1964-11-10","69","31","59"
"USC00335747","NEWARK WATER WORKS, OH US","1964-11-11","71","40","58"
"USC00335747","NEWARK WATER WORKS, OH US","1964-11-12","71","43","65"
"USC00335747","NEWARK WATER WORKS, OH US","1964-11-13","67","46","47"
"USC00335747","NEWARK WATER WORKS, OH US","1964-11-14","62","26","44"
"USC00335747","NEWARK WATER WORKS, OH US","1964-11-15","72","29","60"
"USC00335747","NEWARK WATER WORKS, OH US","1964-11-16","65","55","55"
"USC00335747","NEWARK WATER WORKS, OH US","1964-11-17","57","34","50"
"USC00335747","NEWARK WATER WORKS, OH US","1964-11-18","52","32","42"
"USC00335747","NEWARK WATER WORKS, OH US","1964-11-19","45","35","40"
"USC00335747","NEWARK WATER WORKS, OH US","1964-11-20","45","25","35"
"USC00335747","NEWARK WATER WORKS, OH US","1964-11-21","36","16","16"
"USC00335747","NEWARK WATER WORKS, OH US","1964-11-22","29","10","22"
"USC00335747","NEWARK WATER WORKS, OH US","1964-11-23","48","18","33"
"USC00335747","NEWARK WATER WORKS, OH US","1964-11-24","57","15","36"
"USC00335747","NEWARK WATER WORKS, OH US","1964-11-25","51","30","46"
"USC00335747","NEWARK WATER WORKS, OH US","1964-11-26","50","35","44"
"USC00335747","NEWARK WATER WORKS, OH US","1964-11-27","57","39","48"
"USC00335747","NEWARK WATER WORKS, OH US","1964-11-28","56","39","39"
"USC00335747","NEWARK WATER WORKS, OH US","1964-11-29","41","26","31"
"USC00335747","NEWARK WATER WORKS, OH US","1964-11-30","32","19","19"
"USC00335747","NEWARK WATER WORKS, OH US","1964-12-01","28","6","21"
"USC00335747","NEWARK WATER WORKS, OH US","1964-12-02","38","20","31"
"USC00335747","NEWARK WATER WORKS, OH US","1964-12-03","49","29","36"
"USC00335747","NEWARK WATER WORKS, OH US","1964-12-04","40","35","36"
"USC00335747","NEWARK WATER WORKS, OH US","1964-12-05","36","27","27"
"USC00335747","NEWARK WATER WORKS, OH US","1964-12-06","29","18","18"
"USC00335747","NEWARK WATER WORKS, OH US","1964-12-07","32","15","29"
"USC00335747","NEWARK WATER WORKS, OH US","1964-12-08","36","26","31"
"USC00335747","NEWARK WATER WORKS, OH US","1964-12-09","35","25","31"
"USC00335747","NEWARK WATER WORKS, OH US","1964-12-10","46","18","40"
"USC00335747","NEWARK WATER WORKS, OH US","1964-12-11","52","39","50"
"USC00335747","NEWARK WATER WORKS, OH US","1964-12-12","55","40","40"
"USC00335747","NEWARK WATER WORKS, OH US","1964-12-13","48","30","32"
"USC00335747","NEWARK WATER WORKS, OH US","1964-12-14","40","23","30"
"USC00335747","NEWARK WATER WORKS, OH US","1964-12-15","35","13","18"
"USC00335747","NEWARK WATER WORKS, OH US","1964-12-16","45","17","43"
"USC00335747","NEWARK WATER WORKS, OH US","1964-12-17","46","26","26"
"USC00335747","NEWARK WATER WORKS, OH US","1964-12-18","26","5","14"
"USC00335747","NEWARK WATER WORKS, OH US","1964-12-19","27","7","24"
"USC00335747","NEWARK WATER WORKS, OH US","1964-12-20","33","23","28"
"USC00335747","NEWARK WATER WORKS, OH US","1964-12-21","37","18","29"
"USC00335747","NEWARK WATER WORKS, OH US","1964-12-22","37","25","36"
"USC00335747","NEWARK WATER WORKS, OH US","1964-12-23","54","36","51"
"USC00335747","NEWARK WATER WORKS, OH US","1964-12-24","65","49","62"
"USC00335747","NEWARK WATER WORKS, OH US","1964-12-25","66","37","42"
"USC00335747","NEWARK WATER WORKS, OH US","1964-12-26","42","39","39"
"USC00335747","NEWARK WATER WORKS, OH US","1964-12-27","39","30","31"
"USC00335747","NEWARK WATER WORKS, OH US","1964-12-28","34","28","29"
"USC00335747","NEWARK WATER WORKS, OH US","1964-12-29","55","29","49"
"USC00335747","NEWARK WATER WORKS, OH US","1964-12-30","62","37","37"
"USC00335747","NEWARK WATER WORKS, OH US","1964-12-31","42","26","30"
"USC00335747","NEWARK WATER WORKS, OH US","1965-01-01","34","27","33"
"USC00335747","NEWARK WATER WORKS, OH US","1965-01-02","55","33","33"
"USC00335747","NEWARK WATER WORKS, OH US","1965-01-03","37","26","27"
"USC00335747","NEWARK WATER WORKS, OH US","1965-01-04","38","19","28"
"USC00335747","NEWARK WATER WORKS, OH US","1965-01-05","41","20","36"
"USC00335747","NEWARK WATER WORKS, OH US","1965-01-06","45","27","31"
"USC00335747","NEWARK WATER WORKS, OH US","1965-01-07","50","25","48"
"USC00335747","NEWARK WATER WORKS, OH US","1965-01-08","61","48","60"
"USC00335747","NEWARK WATER WORKS, OH US","1965-01-09","60","30","30"
"USC00335747","NEWARK WATER WORKS, OH US","1965-01-10","38","24","28"
"USC00335747","NEWARK WATER WORKS, OH US","1965-01-11","35","16","30"
"USC00335747","NEWARK WATER WORKS, OH US","1965-01-12","39","24","29"
"USC00335747","NEWARK WATER WORKS, OH US","1965-01-13","35","27","27"
"USC00335747","NEWARK WATER WORKS, OH US","1965-01-14","27","9","12"
"USC00335747","NEWARK WATER WORKS, OH US","1965-01-15","24","10","21"
"USC00335747","NEWARK WATER WORKS, OH US","1965-01-16","23","10","10"
"USC00335747","NEWARK WATER WORKS, OH US","1965-01-17","17","-12","13"
"USC00335747","NEWARK WATER WORKS, OH US","1965-01-18","20","11","14"
"USC00335747","NEWARK WATER WORKS, OH US","1965-01-19","28","-2","26"
"USC00335747","NEWARK WATER WORKS, OH US","1965-01-20","33","26","28"
"USC00335747","NEWARK WATER WORKS, OH US","1965-01-21","37","6","29"
"USC00335747","NEWARK WATER WORKS, OH US","1965-01-22","51","22","37"
"USC00335747","NEWARK WATER WORKS, OH US","1965-01-23","50","34","49"
"USC00335747","NEWARK WATER WORKS, OH US","1965-01-24","54","35","35"
"USC00335747","NEWARK WATER WORKS, OH US","1965-01-25","41","30","36"
"USC00335747","NEWARK WATER WORKS, OH US","1965-01-26","55","33","33"
"USC00335747","NEWARK WATER WORKS, OH US","1965-01-27","33","19","19"
"USC00335747","NEWARK WATER WORKS, OH US","1965-01-28","33","14","14"
"USC00335747","NEWARK WATER WORKS, OH US","1965-01-29","14","3","4"
"USC00335747","NEWARK WATER WORKS, OH US","1965-01-30","18","3","10"
"USC00335747","NEWARK WATER WORKS, OH US","1965-01-31","17","0","10"
"USC00335747","NEWARK WATER WORKS, OH US","1965-02-01","28","8","15"
"USC00335747","NEWARK WATER WORKS, OH US","1965-02-02","15","2","4"
"USC00335747","NEWARK WATER WORKS, OH US","1965-02-03","9","-6","7"
"USC00335747","NEWARK WATER WORKS, OH US","1965-02-04","14","-6","6"
"USC00335747","NEWARK WATER WORKS, OH US","1965-02-05","42","-6","39"
"USC00335747","NEWARK WATER WORKS, OH US","1965-02-06","54","36","43"
"USC00335747","NEWARK WATER WORKS, OH US","1965-02-07","51","34","48"
"USC00335747","NEWARK WATER WORKS, OH US","1965-02-08","50","34","34"
"USC00335747","NEWARK WATER WORKS, OH US","1965-02-09","51","31","49"
"USC00335747","NEWARK WATER WORKS, OH US","1965-02-10","63","49","49"
"USC00335747","NEWARK WATER WORKS, OH US","1965-02-11","51","32","45"
"USC00335747","NEWARK WATER WORKS, OH US","1965-02-12","59","30","30"
"USC00335747","NEWARK WATER WORKS, OH US","1965-02-13","30","20","26"
"USC00335747","NEWARK WATER WORKS, OH US","1965-02-14","33","14","26"
"USC00335747","NEWARK WATER WORKS, OH US","1965-02-15","44","14","30"
"USC00335747","NEWARK WATER WORKS, OH US","1965-02-16","48","21","33"
"USC00335747","NEWARK WATER WORKS, OH US","1965-02-17","50","23","39"
"USC00335747","NEWARK WATER WORKS, OH US","1965-02-18","39","27","34"
"USC00335747","NEWARK WATER WORKS, OH US","1965-02-19","34","17","17"
"USC00335747","NEWARK WATER WORKS, OH US","1965-02-20","39","10","35"
"USC00335747","NEWARK WATER WORKS, OH US","1965-02-21","45","20","20"
"USC00335747","NEWARK WATER WORKS, OH US","1965-02-22","22","9","16"
"USC00335747","NEWARK WATER WORKS, OH US","1965-02-23","23","7","20"
"USC00335747","NEWARK WATER WORKS, OH US","1965-02-24","39","17","38"
"USC00335747","NEWARK WATER WORKS, OH US","1965-02-25","46","21","21"
"USC00335747","NEWARK WATER WORKS, OH US","1965-02-26","21","12","14"
"USC00335747","NEWARK WATER WORKS, OH US","1965-02-27","48","10","41"
"USC00335747","NEWARK WATER WORKS, OH US","1965-02-28","60","28","40"
"USC00335747","NEWARK WATER WORKS, OH US","1965-03-01","64","29","52"
"USC00335747","NEWARK WATER WORKS, OH US","1965-03-02","56","36","47"
"USC00335747","NEWARK WATER WORKS, OH US","1965-03-03","54","43","47"
"USC00335747","NEWARK WATER WORKS, OH US","1965-03-04","53","38","38"
"USC00335747","NEWARK WATER WORKS, OH US","1965-03-05","38","24","24"
"USC00335747","NEWARK WATER WORKS, OH US","1965-03-06","37","22","34"
"USC00335747","NEWARK WATER WORKS, OH US","1965-03-07","42","32","36"
"USC00335747","NEWARK WATER WORKS, OH US","1965-03-08","40","32","36"
"USC00335747","NEWARK WATER WORKS, OH US","1965-03-09","39","32","32"
"USC00335747","NEWARK WATER WORKS, OH US","1965-03-10","32","26","26"
"USC00335747","NEWARK WATER WORKS, OH US","1965-03-11","31","24","27"
"USC00335747","NEWARK WATER WORKS, OH US","1965-03-12","39","21","32"
"USC00335747","NEWARK WATER WORKS, OH US","1965-03-13","42","17","31"
"USC00335747","NEWARK WATER WORKS, OH US","1965-03-14","45","23","34"
"USC00335747","NEWARK WATER WORKS, OH US","1965-03-15","42","30","38"
"USC00335747","NEWARK WATER WORKS, OH US","1965-03-16","51","31","39"
"USC00335747","NEWARK WATER WORKS, OH US","1965-03-17","52","32","49"
"USC00335747","NEWARK WATER WORKS, OH US","1965-03-18","53","29","33"
"USC00335747","NEWARK WATER WORKS, OH US","1965-03-19","33","16","21"
"USC00335747","NEWARK WATER WORKS, OH US","1965-03-20","26","16","20"
"USC00335747","NEWARK WATER WORKS, OH US","1965-03-21","33","17","23"
"USC00335747","NEWARK WATER WORKS, OH US","1965-03-22","54","18","46"
"USC00335747","NEWARK WATER WORKS, OH US","1965-03-23","46","30","30"
"USC00335747","NEWARK WATER WORKS, OH US","1965-03-24","39","25","31"
"USC00335747","NEWARK WATER WORKS, OH US","1965-03-25","38","25","35"
"USC00335747","NEWARK WATER WORKS, OH US","1965-03-26","35","28","28"
"USC00335747","NEWARK WATER WORKS, OH US","1965-03-27","42","18","37"
"USC00335747","NEWARK WATER WORKS, OH US","1965-03-28","64","23","56"
"USC00335747","NEWARK WATER WORKS, OH US","1965-03-29","59","36","36"
"USC00335747","NEWARK WATER WORKS, OH US","1965-03-30","42","28","32"
"USC00335747","NEWARK WATER WORKS, OH US","1965-03-31","44","20","38"
"USC00335747","NEWARK WATER WORKS, OH US","1965-04-01","60","26","46"
"USC00335747","NEWARK WATER WORKS, OH US","1965-04-02","46","27","36"
"USC00335747","NEWARK WATER WORKS, OH US","1965-04-03","49","18","43"
"USC00335747","NEWARK WATER WORKS, OH US","1965-04-04","61","30","54"
"USC00335747","NEWARK WATER WORKS, OH US","1965-04-05","65","36","60"
"USC00335747","NEWARK WATER WORKS, OH US","1965-04-06","70","48","65"
"USC00335747","NEWARK WATER WORKS, OH US","1965-04-07","70","52","61"
"USC00335747","NEWARK WATER WORKS, OH US","1965-04-08","73","44","53"
"USC00335747","NEWARK WATER WORKS, OH US","1965-04-09","53","43","45"
"USC00335747","NEWARK WATER WORKS, OH US","1965-04-10","61","31","54"
"USC00335747","NEWARK WATER WORKS, OH US","1965-04-11","66","47","63"
"USC00335747","NEWARK WATER WORKS, OH US","1965-04-12","73","51","51"
"USC00335747","NEWARK WATER WORKS, OH US","1965-04-13","51","43","47"
"USC00335747","NEWARK WATER WORKS, OH US","1965-04-14","59","29","52"
"USC00335747","NEWARK WATER WORKS, OH US","1965-04-15","54","42","51"
"USC00335747","NEWARK WATER WORKS, OH US","1965-04-16","54","39","42"
"USC00335747","NEWARK WATER WORKS, OH US","1965-04-17","70","29","54"
"USC00335747","NEWARK WATER WORKS, OH US","1965-04-18","60","37","43"
"USC00335747","NEWARK WATER WORKS, OH US","1965-04-19","62","34","55"
"USC00335747","NEWARK WATER WORKS, OH US","1965-04-20","68","31","59"
"USC00335747","NEWARK WATER WORKS, OH US","1965-04-21","75","45","66"
"USC00335747","NEWARK WATER WORKS, OH US","1965-04-22","73","46","65"
"USC00335747","NEWARK WATER WORKS, OH US","1965-04-23","67","43","59"
"USC00335747","NEWARK WATER WORKS, OH US","1965-04-24","59","42","47"
"USC00335747","NEWARK WATER WORKS, OH US","1965-04-25","59","42","57"
"USC00335747","NEWARK WATER WORKS, OH US","1965-04-26","60","44","45"
"USC00335747","NEWARK WATER WORKS, OH US","1965-04-27","51","42","47"
"USC00335747","NEWARK WATER WORKS, OH US","1965-04-28","62","31","54"
"USC00335747","NEWARK WATER WORKS, OH US","1965-04-29","64","36","58"
"USC00335747","NEWARK WATER WORKS, OH US","1965-04-30","79","43","74"
"USC00335747","NEWARK WATER WORKS, OH US","1965-05-01","83","48","74"
